user_name,emp_name,email_id,phone_number,emp_address,emp_password,emp_role,salary,skill
Benjamin Taylor,Ryan Maldonado,harpermargaret@example.net,089-513-4195x5651,"8891 Hicks Brooks
Ruizview, CA 58536",0#74wL3Gao,manager,35787,chef-manager
Shannon Martin,Natalie Doyle,joanna92@example.com,217-214-5012,"0276 Carolyn Fork Suite 844
South Joshua, IL 37109",Z4+NJ8M*!t,manager,42745,trainee-manager
Melanie Ewing,Evan Howard,nathaniel75@example.net,(205)312-0558x811,"98215 John Cliff
Stevenberg, WV 39431",oJQ6Me0n*$,manager,79202,trainee-manager
Monica Clark,Tiffany Daniels,reyesjohnny@example.com,(757)552-3007,"6152 Paula Lakes
Richmondshire, MO 75487",(i%H%UiY76,manager,36611,attendant-manager
Brian Schaefer,David Olson,laura68@example.net,657.852.0276x8420,"659 Andrew Light
South Ashleyfurt, OK 20718",kf4qEMk^K*,manager,64484,trainee-manager
Brandi Barrett,Carla Jackson,rharris@example.com,493-387-6418,"81604 Scott Square
Port Alexanderchester, ND 39929",p1vp+mDG(M,manager,34425,chef-manager
Jacob Kelly,Rebecca Greene,grimeskenneth@example.net,449-228-7266,"918 Beth Vista Suite 220
North Natalie, TX 04159",#n*lN*Wng8,manager,73932,db-manager
Tracy Lee,Zachary Cooper MD,rebecca17@example.org,390-962-4307,"10131 Burke Spur Suite 396
New Brent, MI 71337",z(+E6tEhWl,manager,52856,attendant-manager
Sherry Austin DDS,Samuel Carpenter,jeanne09@example.org,001-669-654-3421x4574,"962 Perez Lock
Toddmouth, WA 14945",CpX2fdGb_1,manager,67134,head-manager
Phillip Fowler,Justin Patterson,lisaortiz@example.org,(182)193-1657,"6198 Christopher Locks Suite 269
West Devin, DE 43472",w76HZP&j+h,manager,33440,db-manager
Amanda Lee,Shelley Holmes,youngjennifer@example.com,831-690-1762x2878,"381 Smith Via
Arellanofurt, HI 47367",(dP3s@Ov+5,manager,49962,head-manager
Jose Cooper,Jennifer Austin,qpeterson@example.com,001-839-164-0711x151,"52717 Robert Stream Apt. 283
New Davidfort, ND 14088",&0I$ZoOU$t,manager,63363,cleanliness-manager
David Leon,Leonard Davis,robert71@example.com,398.439.4745,"7234 Skinner Manors
East Sarahport, WY 03991",$5W4XoCpOG,manager,65028,stock-manager
Andre Giles,Katherine Wong,zwillis@example.net,+1-489-996-3101x6453,"38459 John Parkway
Wilkinsville, IA 49460",lJCo5ZxRT$,manager,71785,cleanliness-manager
David Ramos,Elizabeth Williams,koliver@example.org,001-009-753-9271x6643,"USCGC Ramirez
FPO AE 35859",q6E8oiBy%M,manager,43595,db-manager
Stanley Johnston,Michael Wallace,norrismike@example.org,+1-305-371-7995x84023,"875 Victoria Squares Suite 542
New Jamesstad, IL 55886",+A3Swahi(3,manager,75579,stock-manager
Tracy Marshall,David Hughes MD,alexanderhowe@example.com,+1-306-201-8955,"6362 Simmons Flat
Ryanport, MA 28288",$u1_CoOu96,manager,65918,hr-manager
Barbara Smith,John Maxwell,pingram@example.com,+1-688-819-9682x9463,"835 Anderson Wall
Cynthiaview, CO 68656",s4gX1Avz)R,manager,49213,trainee-manager
Jenny Smith,Christopher Hogan,hollycarlson@example.org,331.332.2504x06320,"9615 Reyes Cape Apt. 880
Robertstad, IL 94863",vb3DBcTo_8,manager,36840,cleanliness-manager
Allison Butler,Christopher Davis,margaret97@example.net,(026)991-4192x260,"Unit 1783 Box 0568
DPO AE 69451",)D0C2Oa@W&,manager,35030,attendant-manager
Jeffrey Schmitt,Stephen Park,dustin11@example.net,(070)702-9168x455,"PSC 5058, Box 2042
APO AE 09816",Q*G41Hiy8a,manager,78917,db-manager
Kenneth Scott,Carrie Smith,gmaldonado@example.net,001-332-924-8189x6158,"57214 Dawn Locks
South Geraldshire, IN 32342",ZSQp6ZVtD@,manager,47182,hr-manager
Alan Mitchell,Nicole Allison,samuellove@example.net,416.262.4718x638,"2497 Gutierrez Vista
Martinezmouth, AL 94356",uO@$2R&dSl,manager,76417,head-manager
Courtney Rogers,Anita Park,savannah47@example.org,134-204-8988,"73854 John Mountain
North Kimberlymouth, PA 71441",OA1L+Bhq1!,manager,75130,db-manager
Ashley Figueroa,James Reeves,stacy90@example.net,001-534-924-1976x392,"3353 Costa Trace Suite 208
New Caleb, OK 09588",YVVA9PMrA#,manager,78067,db-manager
Raymond Montgomery,Jose Powers,cummingscheryl@example.com,298.660.0886,"6739 Weeks Gardens
South Christopher, SD 86901",I5JKpeVn&U,manager,69525,db-manager
Jade Rodgers,Olivia Barnes,katherine60@example.com,455.004.7044x25031,"544 Mcdaniel Camp
New Jacobberg, IL 70019",_9@2G(uOgt,manager,57035,hr-manager
Carol Larson,Veronica Fitzpatrick,darrylwheeler@example.net,1879558361,"376 Jacqueline Highway Suite 501
Maloneview, KY 13363",xxde#2Mu#B,manager,31291,stock-manager
Mark Briggs,Victor Lawson,martincandice@example.net,+1-062-971-5551,"8134 Ernest Forest
Murphyfort, MD 45798",_bPUdBML73,manager,35053,attendant-manager
Christopher Anderson,Jasmine Phillips,qmiller@example.org,779.432.5933x603,"9014 Steven Unions Suite 055
New Veronica, HI 99137",+I%zD$j64&,manager,79384,head-manager
Brittany Bennett,Janice Miller,oleon@example.com,(159)254-3522x60712,"323 Cooper Brook
Beckerfurt, LA 85608",uYT17B@o*Z,manager,54167,stock-manager
Joseph Jones,Phillip Parker,autumnolson@example.net,276-712-5283,"99657 Kim Knolls
South James, IL 61136",Z^3Zl+KkRc,manager,74329,db-manager
Christopher Henderson,Shannon Taylor,heatherellison@example.org,9466302112,"8441 Victoria Pine Apt. 886
Michaelmouth, LA 89930",eS^O6UqTA(,manager,34450,chef-manager
Andrew Mckinney,Angela Gallegos,katherineallen@example.org,(072)498-0262,"27948 Jason Street Suite 016
Stephanieview, OH 52404",L_##%1FkKT,manager,72611,trainee-manager
Ryan Hernandez,Sydney Fitzgerald,ianolson@example.com,+1-946-676-3813x62843,"2339 Bruce Crest
East Hollyton, AK 80234",!GQGHjzQ)2,manager,44123,cleanliness-manager
Adam Williams,Tiffany Davis,lauren45@example.org,(775)736-8640x598,"91440 Judy Plaza Apt. 576
Jeanfurt, ND 43527",2P3leBMbQ&,manager,51689,stock-manager
David Long,Ashley Adkins,david94@example.org,+1-573-486-2757x87598,"875 Danielle Camp Suite 727
Michellebury, IL 37283",4n!04U_o!),manager,62465,trainee-manager
David Gonzalez,Cheryl Rhodes,michellepittman@example.com,276.609.6539x52570,"PSC 0075, Box 5842
APO AE 87808",O7Y8Tzvm!z,manager,59465,trainee-manager
Mary Lin,Danielle Foster,ericknox@example.org,045.208.5343x43799,"403 Denise Ramp
Lake Maryton, MN 71237",j!7oX$Gwln,manager,33716,trainee-manager
Madison Fox,Joe Lewis,trantanya@example.net,001-888-732-3085x1257,"USNV Salazar
FPO AP 52081",&ZYrZeMx1*,manager,52873,attendant-manager
Hannah Klein,Andrew Bishop,matasusan@example.com,787.041.1084,"2460 Kathryn Pike Suite 989
West Amandaland, CT 54055",@uVcTdIj0%,manager,73162,cleanliness-manager
Sandra Greene,Kimberly Ryan,xduke@example.net,+1-557-181-5027x51118,"203 Linda Pines Apt. 423
North Thomas, HI 23834",G4Er$bVp(t,manager,46338,db-manager
Melissa Becker,Christopher Garcia,qtorres@example.net,001-302-743-1200x89926,"2653 Fritz Lock Apt. 268
New John, NM 75609",uUcNgm9d+0,manager,41422,db-manager
Jennifer Williams,Jodi Evans,moyeramanda@example.net,(040)480-7609x1584,"71028 Fischer Alley
North Randyfort, AR 26540",Q6*GBRvw(_,manager,50345,cleanliness-manager
Jennifer Trevino,Laura Clark,christopherjefferson@example.com,(301)371-5661,"3471 Clark Shore
Brookeburgh, OR 18462",((Fdzz^V74,manager,30958,chef-manager
Latoya Frazier,John Forbes,lewisamy@example.net,001-463-831-8352x299,"7576 Hernandez Crossing
Brandiland, IN 44102",$&8YhP_9+1,manager,44343,attendant-manager
Kathy Johnson,Debra Lee,gutierrezlauren@example.net,(313)421-0076x457,"9162 Brown Extension Apt. 197
West Tannertown, ME 53521",ZlS2CDml_+,manager,58329,chef-manager
Clifford Sutton,Alex Gordon,joseph98@example.net,333.662.6820,"22680 Robin Brook
South Timothyberg, GA 74824",GrkD3A!6x),manager,67677,cleanliness-manager
Robert Castillo,Michaela Walker,katherine59@example.net,394-389-2165x20424,"961 Pratt Extension
Dariusborough, DE 09609",I#9nO1Kh+T,manager,70463,trainee-manager
Meghan Gallegos,Matthew Carey,dennis50@example.net,8323160837,"77664 Emily Camp Apt. 292
North Alexisborough, IN 29541",Wj6TcV)z+6,manager,61670,chef-manager
Christopher Atkinson,Mrs. Michele Hill MD,jward@example.com,001-377-494-6469x3655,"090 Amy Canyon
East Tabitha, DE 56262",fl^60Wwob$,manager,31047,db-manager
Carlos Moore,Dwayne Mcintyre,sarah13@example.com,184.679.8429x113,"32870 Owens Pike
Williamsview, MI 36828",&1uX9OEj*K,manager,31692,trainee-manager
Danielle Ray,Jason Miller,karen76@example.net,462-601-1336x713,"1511 Adrienne Mills Suite 761
Lake Carmenborough, NY 41900",$$kapOo49_,manager,59685,attendant-manager
Henry Price,Stacy Johnson,russelldiane@example.net,(484)665-0670x91347,"997 Carpenter Summit Suite 874
West Kelly, DC 10938",#8jKxNpS$X,manager,33056,attendant-manager
Stacy Scott,Austin Black,clarkchad@example.net,452-945-3022x9725,"USS Lara
FPO AP 40125",z2p5TtAx&9,manager,64547,cleanliness-manager
Ronald Bennett,David Martinez,johnny00@example.net,938-820-5205x2509,"6998 Meghan Curve
North Cheyenne, MN 05644",FW0I%Rrkd%,manager,51621,db-manager
Amanda Garcia,Angela Roberts,melissa78@example.com,703-129-3383x001,"595 Bowers Plaza Suite 619
West Brandi, MS 38317",@6ha$URu3R,manager,54330,chef-manager
Michael Perez,Danny Reed,jasonellis@example.net,001-434-392-6362x684,"2112 Shannon Hollow Suite 478
Laurenbury, IN 50402",@0SSHp2cl1,manager,64598,db-manager
Andrea Livingston,Billy Nielsen,crystal28@example.com,028-725-3443,"499 Regina Neck Apt. 936
East Steven, AZ 35270",rEP3A41o(h,manager,58045,hr-manager
Julie Bird,Sabrina Gonzalez,tmartinez@example.com,804-235-7649,"3917 William Port
Finleyborough, WA 63938",@7CFN#t_qB,manager,55843,cleanliness-manager
Andrew Lopez,Jason Delgado,victoriamartin@example.com,001-940-222-6256x821,"66134 Ochoa Brooks
Jaimeport, WV 92782",dPN&YIm1(0,manager,67933,db-manager
Michelle Hunt,Larry Brock,brookewilliams@example.com,685.630.5204x75467,"22184 Oscar Forge
Whitehaven, IN 03123",wi*7R(PqvF,manager,58804,chef-manager
Elizabeth Ramirez,Lisa Smith,kristinmcdaniel@example.net,001-221-731-5137,"55879 Chavez Ports Suite 995
East Vernonbury, NJ 23969",#A8WQzXr$Z,manager,42792,attendant-manager
Jonathan Garcia,Diana James,ramseystephanie@example.org,(787)077-8795,"7888 Victoria Crescent Apt. 300
East Josephhaven, CO 09438",Ag*ZGGpW!9,manager,61227,head-manager
Julian Rodriguez,Scott Mercer,thomas12@example.org,001-368-227-7702x828,"635 Morgan Garden
Castanedaborough, NY 16971",(1MWlv9gp6,manager,65170,chef-manager
Debra Hamilton,Virginia Mercer,jbutler@example.com,614.235.7952,"02510 Valdez Streets Suite 631
North Michaelburgh, TX 78555",a*Q(5VcK)P,manager,33466,attendant-manager
Jessica Kelly,David Newman,dillonryan@example.com,(446)309-5143x0148,"14521 Chang Plains
Madisonbury, KS 98833",cqF@QPv6!4,manager,51560,chef-manager
Yolanda Perez,Jeremy Campbell,patrick93@example.net,026-751-2259x854,"252 Cindy Stream
Gregoryberg, PA 97942",TmE_i9WmAW,manager,65728,chef-manager
Derrick Allen,Matthew Stout,hhoffman@example.com,134.129.6134,"9814 Lawson Stream Apt. 020
Jessefort, VA 10631",eu9!KNTmV),manager,69295,trainee-manager
Ronald Carter,John Fleming,jonesgregory@example.net,001-611-862-1493x600,"186 Jason Well
Keithfort, OH 92921",8J2Tbge*I!,manager,65694,attendant-manager
Tyler Brown,Barbara Rowe,hendersoncrystal@example.com,001-171-658-8640x09643,"56754 Susan Cliffs Suite 177
Calvinside, MO 83528",_&+s76Hsfw,manager,70550,head-manager
Stephen Fitzgerald,James Hammond,baileystephen@example.com,(701)986-8149,"26459 Sherry Court
Watkinsfurt, NC 44198",V6AWfBFi#s,manager,56929,hr-manager
Ruth Contreras,Kelsey Grimes,theresawatkins@example.com,6059807446,"900 Murphy Isle
Wagnerside, OR 65472",_7ayGqApb%,manager,36351,cleanliness-manager
Jasmin Foley,Willie Knight,daniellefranklin@example.net,001-494-832-5524,"33082 Shannon Alley Apt. 424
Williamhaven, AL 38441",d0MxKtIZ_U,manager,33215,cleanliness-manager
Emily Ellis,Gregory Davis,katherine44@example.com,(657)829-6573x031,"7445 Wendy Stream
West Melindamouth, GA 88791",)0$NFtYern,manager,32294,attendant-manager
Theresa Oconnell,Ray Lyons,dawngarcia@example.com,001-218-291-7470x6628,"87092 Marcia Ways
Raymondland, CO 22547",r25)Rjud@),manager,50494,stock-manager
John Smith,Eric Duarte,webbbrendan@example.org,959-457-0771,"756 Margaret Loop Apt. 505
Fergusonmouth, DC 56223",#OdY15Lgsh,manager,55938,attendant-manager
Timothy Morgan,Karen Black,hgray@example.com,(288)860-1142,"367 Laura Roads
New Wayneside, OK 78452",+6V6IUfh%M,manager,64338,hr-manager
Wanda Daniels,Rebecca Harris,harmonbrian@example.org,+1-417-368-1538x2090,"82671 Reynolds Roads Apt. 821
Johnville, FL 60225",4+E5^LgE%y,manager,49258,trainee-manager
Courtney Rosario,Mark Mckinney,omclaughlin@example.com,403.946.3637x87365,"6858 Welch Shore Suite 219
Lake Daniel, MS 10842",k6IF+owO(!,manager,58676,attendant-manager
Jeffery Warner,Lawrence Wagner,jtran@example.net,(404)855-3234x629,"03426 Oconnell Plain
Blakechester, RI 63955",eg5ScDKV#U,manager,76370,hr-manager
Gregory Colon,Daniel Huerta,mary49@example.org,(314)615-6477x63976,"752 Bryan Junctions
Antonioborough, HI 50366",M+1BcKDHNo,manager,41883,cleanliness-manager
Ashley Gardner,Ashley Compton,samuelyang@example.org,013-609-9377x379,"9808 Travis Estate Suite 073
South Andrew, LA 32856",))d_tfEgg8,manager,69789,hr-manager
Stephen Nguyen,Jeffery Peterson,jasmin79@example.org,(881)961-6669x528,"25707 Walker Common Apt. 363
Jacksonberg, AR 50111",#M(9Rt9e%7,manager,35580,head-manager
Jasmine Bullock,Amanda Bauer,matthewthomas@example.com,726.459.2720x03233,"Unit 2929 Box 6060
DPO AA 87255",9gqOgJq0(9,manager,49840,stock-manager
Heather Farmer,Andrew Avila,alexandergwendolyn@example.net,(033)966-8023x75861,"6487 Peter Neck Apt. 225
Andrewfurt, AK 16292",5bKQ%#cc^3,manager,64170,attendant-manager
Steven Powers,Jacob Hunter MD,adamschad@example.com,(353)106-9242x53760,"0136 Gordon Lock Apt. 762
West Williamberg, CT 03116",y)61HCwUPu,manager,63409,db-manager
Sally Hanson,Mrs. Marissa Murphy,wesley81@example.net,050-021-1650x7959,"8058 Wu Flats Apt. 470
Port Lisa, NJ 08086",kf5sDQtON!,manager,38627,attendant-manager
Kendra Hudson,Benjamin Roach,zmendez@example.com,(202)316-2977x98593,"6628 Johnson Curve Suite 526
Ashleyville, NJ 67357",DS9Y@cu1$q,manager,63792,cleanliness-manager
Brittany Mccall,Jessica Dyer,ukennedy@example.net,827-536-1902,"950 Martinez Radial Apt. 421
Lake Heather, NC 09589",#94VSm$E3q,manager,41265,stock-manager
Brandon Young,William Hughes,ellistracy@example.com,396-414-3082x35059,"143 Christopher Place
New Alicia, ME 55708",K6R9Uli5%5,manager,55482,attendant-manager
Michael Richards,Angel Mcdonald,robertgray@example.net,001-080-271-5077,"658 Archer Road
Port Charlesshire, IA 16783",ftV_4KOze8,manager,35993,trainee-manager
Jonathan Johnson,Amanda Daniels,beckjames@example.net,0477573983,"41012 Palmer Course
South Timothy, NJ 64631",Gi#2G(Ec3^,manager,67337,cleanliness-manager
Carlos Franklin,Justin Kennedy,jhowell@example.org,001-003-073-3551x1928,"80660 Duran Groves
New Michaelberg, IL 89241",sLaOvOF&!0,manager,55427,db-manager
Joshua Carpenter,Patricia Fields,nharris@example.com,519-127-4617,"96355 Blair Falls Apt. 097
Owensstad, HI 36293",_7UuZ1pD@r,manager,32696,attendant-manager
Rebecca Adkins,Donald Barnes,booneeric@example.net,+1-589-908-6982,"295 Denise Coves Suite 485
Smithhaven, NE 27860",%VK1BeyIWQ,manager,30697,head-manager
Caleb Sandoval,Katherine Thompson MD,michaelhood@example.com,+1-675-860-6703x59484,"7577 Anderson Plains
Port Daniel, ME 99883",#2t8Adsz&8,manager,33721,hr-manager
Heather Moore,Erica Wilson,pottergeorge@example.com,+1-727-620-6303x46039,"047 Brady Corners
West Jimmychester, TN 29625",O92p1Nku(Y,manager,45004,chef-manager
Albert Johnson,Alexandra Walker,bethblanchard@example.org,605-828-2179x88292,"52686 Drew Cliff Suite 763
New Davidport, MA 59200",!tmXFup9M5,manager,56941,trainee-manager
Michael Duncan,Mark Willis,katelyn36@example.net,(750)322-7261x2675,"63510 Ashley River
Davidshire, KY 85544",R8oU5nX()L,manager,62871,db-manager
Joy Smith,Monica Hopkins,brian93@example.net,990.566.7123x00590,"USS Rojas
FPO AA 53671",Dmdid4YnR!,manager,39230,attendant-manager
Wendy Edwards,Shirley Mcgee,michael64@example.com,203.013.8403,"PSC 5169, Box 6834
APO AP 98437",#XCIlZo92^,manager,79071,attendant-manager
Douglas Holmes,Melissa Lewis,jennifer86@example.org,+1-767-254-7297x7310,"6144 Terry Burgs Apt. 354
Ramosville, NM 73316",3XC0QfSU5!,manager,74001,cleanliness-manager
Jason Faulkner,Darryl Mosley,ghooper@example.org,001-364-780-2488x4010,"81887 Christy Fork
East Courtneyberg, RI 84573",E+ht9YliVd,manager,69837,cleanliness-manager
Andrew Ward,Melissa Torres,amber09@example.net,001-517-133-3727x0955,"2941 Stone Manor Apt. 773
Branditown, TX 27475",*&M0ST&y7J,manager,62612,stock-manager
Raymond Ramirez,Danielle Brown,megan64@example.org,041.634.6997x3496,"32685 Robinson Pines
Jamesburgh, FL 06975",#3F18OiG5g,manager,44060,attendant-manager
Cameron Hill,Lisa Clark,heatherpatel@example.org,(532)564-5984x5034,"5681 Sanchez Glen
New Stephanie, CO 57128",#P994UaiqL,manager,43062,db-manager
Felicia George,Albert Lopez,usnyder@example.net,+1-458-747-4514x2998,"585 Knapp Springs
Port Joseph, ID 56315",buZy1yjg#6,manager,38642,attendant-manager
Lindsay Holder,Nicholas Richardson,davilaandrew@example.net,032.911.3544,"39196 Richardson Prairie
Port Kaitlyn, KS 68776",Td+7^4Jv_K,manager,44769,db-manager
John Hull,Michael Smith,skeller@example.net,(530)572-4545x905,"57138 Dawn Mountain Apt. 864
North Kimport, RI 63880",l+U8NuxTEj,manager,59153,cleanliness-manager
Tonya Villa,Cody Walsh,joshua55@example.net,(664)781-1525x005,"496 Leonard Turnpike
Andersontown, WA 27237",)XG7McNeYk,manager,57641,head-manager
David Olsen,Robin Kelly,andersonelizabeth@example.org,001-106-476-2972,"1415 Robert Cape
New Melissaburgh, CT 49687",&d37G+Khdm,manager,58737,db-manager
Mary Taylor,Terri Mitchell,johnsonterri@example.net,575-287-8257x140,"53947 David Road
East Valerie, CA 23346",k@Qmm8j6dJ,manager,64824,attendant-manager
Jason Bradley,Anthony Campbell,tgordon@example.net,644.142.1201,"386 Christine Pike Suite 094
Port Dorothy, OK 92772",(g5QSyPy+2,manager,44486,trainee-manager
Joseph Obrien,Deborah Spears,laura94@example.com,(388)679-4365,"971 Karen Locks Apt. 063
South Jenniferville, FL 76932",@_8&BmNtlF,manager,58384,head-manager
Patrick Johnson,Steven Coffey,tony19@example.com,9282503870,"960 Spencer Meadows
Terriview, MO 47473",#b5KCCIB6s,manager,51806,stock-manager
Alejandra Brown,Michelle Mcbride,rose66@example.net,+1-703-582-3366x43816,"997 Brendan Spring
South Louis, AZ 47813",x)9Q5cfIMW,manager,78481,stock-manager
Scott Reyes,Rebecca Bennett,christophersmith@example.org,352-844-7757x4081,"54999 Welch Villages Suite 813
Paynefort, DE 42528",6jXXHlcv*m,manager,60995,db-manager
Valerie Wolfe,Kevin Williams,zachary85@example.com,(359)180-4120x12741,"20052 Matthew Extension Suite 175
Edgarville, DE 22076",q1rpW9Wd_5,manager,48954,attendant-manager
Eric Miller,Karen Beard,brandy06@example.net,7522611604,"296 Gray Trace
Danielhaven, MT 82087",@0e0%Ck)^p,manager,79981,trainee-manager
Shaun Morton,Danielle Garrett,melissafrancis@example.com,001-095-232-3417x3047,"2328 Laurie Lodge Apt. 468
West Andreastad, ID 18528",Mi!M4Zjt+*,manager,66280,stock-manager
Christine Olson,Edgar Turner,jamie73@example.net,+1-161-524-9521x1567,"4742 Karen Island
Greenberg, IL 96773",L_cSHJLh#2,manager,39453,attendant-manager
Barbara Nguyen,Danielle Hawkins,samanthatyler@example.com,857.534.6712x0974,"87439 Antonio Point Apt. 836
Bonnieside, GA 93079",tpv8sK@sL%,manager,75218,attendant-manager
Patricia Berry,Bruce Owens,johnpotts@example.org,+1-114-114-9045,"8233 Debra Ridge
South Melaniefort, OR 68646",X@1d8LOaI&,manager,36855,attendant-manager
Ann Madden,Sandra Sharp,david24@example.com,001-424-700-1289x0137,"8275 Deanna Forks Apt. 548
South Jessica, KY 83017",(e3(LJq)K+,manager,62750,head-manager
Tony Bradshaw,Gregory Ramirez,arielcarter@example.net,565.918.9517,"722 Tracy Spur
West Anthony, UT 34505",!_g7qIQjB*,manager,53966,cleanliness-manager
Shannon Jordan,Roger Zamora,kmorgan@example.org,001-418-481-9987,"12051 Brian Valley
Gonzalezport, NH 66158",!0fkAd)OX6,manager,69339,head-manager
Zoe Ross,Sara Grant,dudleymelissa@example.net,(646)594-7527x50441,"324 Erica Mill Apt. 574
Juliaburgh, OH 15056",G9cgk+E8)u,manager,43749,stock-manager
Nicolas Bowers,Bryan Smith,christophersmith@example.net,(185)327-4828,"997 Nixon Plaza
East Rachael, AZ 72457",e+K61Tyq+p,manager,31604,trainee-manager
Sydney Simpson,Rebecca Wood,dorothy66@example.net,362.595.5738x48117,"23956 Woods Groves
Patrickborough, IL 16856",I5(SYp)#_T,manager,51636,attendant-manager
Eric Chambers,Brian Marsh,michellesmith@example.com,001-204-868-1271,"09604 Rodgers Lights Suite 703
Jordanborough, CO 29145",!1PFoVnL!!,manager,52489,cleanliness-manager
Laurie Jackson,Marcus Tate,nathaniel90@example.org,+1-087-168-6532x110,"7159 Steven Ridges
North Kimberly, DE 83411",^479DExo)),manager,33034,attendant-manager
William Anderson,Michael Alvarado,cody19@example.com,+1-644-850-9617x5361,"1113 Burgess Mews Apt. 403
Robinbury, FL 14195",^T2zImRoY4,manager,46533,db-manager
Samantha Ortiz,John Smith,nerickson@example.net,+1-828-602-8589x5290,"USCGC Roberts
FPO AE 65587",uH%$8DsmNW,manager,61779,cleanliness-manager
Michael Vaughn,Brandon Davis,smithjames@example.net,434-890-1411,"7899 Thomas Hill Apt. 254
Lesliebury, AL 07558",_2wgJi2vwc,manager,49419,cleanliness-manager
Amber Murray,Loretta Henson,daviskaitlin@example.net,(863)911-4704x85877,"652 Mclaughlin Field
South Rachelport, KY 86000",%6NXafSH8Y,manager,59048,chef-manager
James Barry,Tyrone Moore,tammy05@example.org,360-216-3338x28827,"8082 Carl Trace
South Michael, OH 54979",*6e!taXlqc,manager,78940,attendant-manager
Travis Brown,Sandy Mitchell,stephensanders@example.com,563-518-9914,"01500 Bennett Motorway Suite 343
North Stephanie, MT 32279",1xU+A9M1!&,manager,45467,stock-manager
Stacy Holmes,Patrick Sandoval,tsanders@example.com,524-399-2925x41509,"3637 Aguilar Via Apt. 364
Ruizfurt, ID 87787",@3EMrFlJ%B,manager,71567,stock-manager
Adam Miller,Cheryl Santana,thompsonnicole@example.org,070-661-3970x0379,"326 Garner Valley
North Edward, KS 80392",r!21*Aig3*,manager,49559,trainee-manager
Diana Franco,Ashlee Carroll,nealalexis@example.org,0216077971,"497 Mullen Neck
Port Mary, UT 64147",^%2W*DsF&2,manager,53194,cleanliness-manager
Erica Wade,Rachel Nelson,vjohnson@example.org,001-029-224-3322x18463,"4553 Tara Plain
Shannonborough, OR 90595",r@&EXvS_%2,manager,31692,stock-manager
Johnny Page,Kathleen White DVM,zelliott@example.net,(358)260-7398,"5272 Doyle Parkways
Julieside, MT 37207",#4Agn^xKc9,manager,35950,hr-manager
Jimmy Miller,Natalie Brown,frankphillips@example.com,4466162947,"0622 Jennifer Turnpike
New Nicolechester, WA 66632",r&4WMQxqU%,manager,33473,attendant-manager
Gregory Washington,George Stone,crystal82@example.net,(809)724-7835x9934,"94039 Gutierrez Field Apt. 653
Smithmouth, NY 14882",_G5eZ&2qv1,manager,32776,hr-manager
Bradley Anderson,Shannon Campbell,ana46@example.com,356.833.5836x50691,"95702 Miller Bypass
New Rebeccaland, LA 22953",+xW9zx!733,manager,43373,head-manager
Jose Garza,Kelsey Clark,david48@example.com,053-874-6944x75073,"80286 Williams Trafficway Suite 827
Lewisfort, UT 65627",bFG6LhAw6%,manager,51074,head-manager
Gerald Robinson,Jennifer Zuniga,ipeterson@example.com,817-939-3431x411,"Unit 8383 Box 2614
DPO AE 66606",h@2qXeHtJM,manager,38565,hr-manager
Andrea Christensen PhD,Angela Baker,monique96@example.net,+1-350-616-4186x488,"652 Michael Springs
West Natalie, MS 47506",)$YMH2ztv2,manager,55946,trainee-manager
Meredith Rice,Kayla Vazquez,yhamilton@example.org,+1-441-857-8751x1691,"00467 Willis Parkways Apt. 052
Ericport, CT 40420",)gHeG1dgZ2,manager,67741,cleanliness-manager
John Perez,Jane White,patrickstephens@example.net,+1-331-789-1080,"2655 Tanya Stravenue
Adamsport, AL 40801",*5JPiY8sb#,manager,48407,trainee-manager
Dustin Garcia,Vanessa Munoz,katie31@example.net,803.095.6638x08130,"173 Olson Track Suite 149
Floresfurt, RI 75613",_6(R4Izhnu,manager,68162,head-manager
Raymond Clark,Scott Sanchez,huffmanalyssa@example.com,+1-165-857-2797x5566,"55938 Holmes Path Suite 552
South Amberfurt, IN 83072",)OfQAHi^h3,manager,40517,attendant-manager
Kenneth Rogers,Michelle Richmond,iancalderon@example.org,4705021539,"9488 Cooper Groves Apt. 511
West Jessica, VA 14779",*4HDCovHy8,manager,43692,stock-manager
Janet Martin,Timothy Delacruz,kayla10@example.com,+1-078-975-3875x23567,"397 Gregory Fork
West Matthew, CA 49502",u(0D4p4i#@,manager,54959,head-manager
Brandon Lawson,Kenneth Manning,austinmichael@example.com,001-250-204-4096x709,"76642 Cassidy Ports Apt. 405
Lake Krista, NJ 24174",*7HOj8yOP0,manager,31531,trainee-manager
Heather Dunn,Megan Schmidt,peter41@example.com,512-178-8807x744,"7686 Griffin Extensions Apt. 829
Lake Sabrina, NC 62682",&5FYC&gi)A,manager,52380,chef-manager
James Quinn,April Pacheco,krista54@example.net,001-829-454-1956x15216,"871 Franklin Parks
East Richard, NY 41242",tu9CupjGp#,manager,71469,head-manager
Tonya Gentry,Sara Martinez,tanya65@example.com,800-537-8325x410,"51802 Klein River
Donaldberg, PA 18032",Q+p2OxRq5m,manager,70947,attendant-manager
Henry Hansen,Steven Carson,reedkarla@example.com,145.954.8555x70873,"9244 Nicole Ford
North Ann, IL 60499",@7k2Us3n@b,manager,79077,db-manager
John Lawrence,Mr. Mike Rodriguez,wrightclaudia@example.org,168-992-9836x3178,"9777 Wilkinson Tunnel
East Brandon, IA 51700",0r9M)Hdd!7,manager,41385,chef-manager
