user_name,emp_name,email_id,phone_number,emp_address,emp_password,emp_role,salary,fired,skill
Mercedes Davis,Eric Phillips,samanthahernandez@example.org,001-288-017-5425x0755,"34550 Johnson Radial Apt. 925
Sanderschester, GA 66484",dx8f@EVv^4,manager,44793,False,trainee-manager
Brooke Lynch,Gina Davidson,jcarroll@example.com,727.072.1417x5513,"4812 Jones Squares Apt. 794
Leeside, TN 63791",*6b%LCN1@c,manager,52790,False,chef-manager
James Wilson,David Anderson,shawnherrera@example.com,(363)193-6945x9839,"74920 Johnson Crossing Suite 446
Nicholaston, SC 77823",K*OX4Nc9PE,manager,72594,False,attendant-manager
David Ashley,Dr. Monica Parker DVM,wileypatrick@example.org,3544298636,"696 Kimberly Coves
Gonzalezhaven, PA 04228",$#Lc1LgaX9,manager,63797,False,attendant-manager
Karen Gomez,Janet Coleman,diana15@example.org,+1-915-664-4597x45683,"63031 Brian Squares Suite 151
Alishaburgh, KY 80031",n(9@&k5iEO,manager,74064,False,attendant-manager
Crystal Wagner,Cynthia Deleon,barberwendy@example.org,876-449-0403,"1324 Julia Island
Andrewhaven, VA 25106",+x1Oh($SX@,manager,58077,False,attendant-manager
Heather Hill,Kristen Gibson,deborah34@example.com,(791)463-6505,"58755 Williams Isle
Lake Megan, MI 70776",x^A3Vj9g@E,manager,54680,False,stock-manager
Bryan Gregory,Joel Allen,brockaustin@example.org,333-660-0402,"253 Scott Stravenue Apt. 614
Christineton, MT 10327",*9AV%_+yhG,manager,65771,False,hr-manager
Travis Graham,Dean Terry,bcoleman@example.net,406.527.5280,"825 Smith Shore
Lake Saraborough, OH 66700",m6QIqlwb^0,manager,58460,False,db-manager
Cassandra Munoz,Michael Edwards,mjones@example.org,994-272-0505x3167,"014 Leah Canyon
Harveyland, WA 32690",9%P%jvYK)l,manager,74544,False,chef-manager
Glenda Gordon,Christopher Mcdowell,steven79@example.com,183.259.8160,"PSC 8845, Box 0913
APO AE 56521",%7IDIPHn6+,manager,66364,False,hr-manager
Abigail Martinez,Arthur Wilson,raymond11@example.org,(415)871-9287,"412 Karen Wall
Port Geraldland, PA 88479",g6NUF*$y@B,manager,35787,False,chef-manager
Mary Peterson,Brianna Jackson,rmclaughlin@example.org,295-779-7583x183,"24593 Daniel Ferry Suite 545
Collinville, IN 55487",%0R+mMkt&G,manager,42745,False,trainee-manager
Rebecca Evans,Sheryl Collins,whiteheadandrew@example.org,(051)094-1001,"03122 Adam Locks
West Regina, UT 13306",MB%%W3Ogr$,manager,79202,False,trainee-manager
Bradley Howard,Anthony Young,martinemily@example.org,930.639.2650x97370,"521 Sullivan Forge Apt. 489
Port Michael, NY 05854",2m635FbtZ(,manager,36611,False,attendant-manager
Shawna Hall,Jenna Bean,jennifer39@example.com,(934)089-8367,"01004 Cassandra Expressway
New Katie, WY 34297",_z*1CKijCC,manager,64484,False,trainee-manager
Jonathan Jones,Joshua Moon,patrick02@example.net,478-988-7728x368,"88256 Lawrence Lodge
Bensonshire, AZ 67893",)t!A0IsI%1,manager,34425,False,chef-manager
Stephen Simmons,William Cox,ismith@example.com,001-190-045-9378x7856,"356 Evans Walk
South Andrew, WY 67507",3z340StH*J,manager,73932,False,db-manager
Stephen Bird,Amanda Foley,jacquelinetanner@example.net,+1-034-940-1860x00566,"4236 Abigail Crescent
Courtneyborough, VT 01908",2b5_*0StSf,manager,52856,False,attendant-manager
Sherri Mason,Susan Hayes,grace95@example.net,001-341-545-2663x2466,"29333 Larson Forest
Port Michael, CT 89006",$6Z6JgUn4w,manager,67134,False,head-manager
Tracey Dawson,Jimmy Smith,annette05@example.org,486-857-9966x81969,"19394 Jessica Cliff
Michellemouth, TX 10731",E8H)uiqw(Z,manager,33440,False,db-manager
Melinda Parker,Brandon Barron,sextonrachel@example.org,603-442-6719,"386 Alec Inlet
South Garrettside, SD 27004",&t4OulJ0I2,manager,49962,False,head-manager
Robin Harrington,Douglas Bailey,jamescontreras@example.net,989-722-9603x727,"637 Jasmine Flats Apt. 669
Jessicamouth, CO 02986",d+9ZF1mhko,manager,63363,False,cleanliness-manager
Joshua Garcia,David Gonzalez,ygross@example.net,(234)587-5550x38284,"737 Shelly Lake Suite 384
Davisburgh, CA 37855",#8Mf#hNtnc,manager,65028,False,stock-manager
Mark Wise,Mackenzie White,james04@example.net,614-039-1408x380,"1962 Kramer Overpass
East David, WV 26978",V)9jj0Uqb*,manager,71785,False,cleanliness-manager
Ashley Jones,Tiffany Williams,smithtimothy@example.net,665.809.5692,"USNV Jackson
FPO AP 41081",**IHvO_o46,manager,43595,False,db-manager
James White,Mark Bell,josephjones@example.net,758-665-0470x3539,"1280 Ariel Turnpike Apt. 058
New Anthonyborough, IL 55514",_v73YWWf!m,manager,75579,False,stock-manager
Tracy Hall,Stephanie Simmons,berryronnie@example.net,769.719.1135x71420,"PSC 1980, Box 6107
APO AA 96633",ZG6%MPkt*9,manager,65918,False,hr-manager
Andrea Padilla,Patricia Oliver,harrisamy@example.net,606-853-7255x5239,"PSC 1177, Box 9416
APO AA 32285",g$3GJlm5Ea,manager,49213,False,trainee-manager
Sean Villanueva Jr.,Michael Diaz,wilsonjackson@example.com,+1-698-984-1485x97773,"613 Donovan Mountains Apt. 417
Lake Wayne, ME 06655",uB4HV$b7*C,manager,36840,False,cleanliness-manager
Matthew Thomas,Jennifer Murphy,conradjoseph@example.net,(260)867-4834,"29037 Castro Spring Apt. 797
Walkerfurt, TN 33083",^4FBh+Dmw8,manager,35030,False,attendant-manager
Cesar Garcia,Catherine Gonzales,matthewsalazar@example.org,417-854-0408,"4834 Patton Lodge Suite 025
Brendaton, WY 15685",7R0RR4jF&9,manager,78917,False,db-manager
Hector Young,Zachary Frederick,riverasteven@example.org,613-125-8095,"7447 Simon Fords
East Jessicaborough, AR 42842",l(TFemyF(4,manager,47182,False,hr-manager
Autumn Rodriguez,Daniel Wilson,laurenbrewer@example.net,646-980-0425,"52975 Yates Cliff
New Thomaston, RI 53107",*4*aeAZyIK,manager,76417,False,head-manager
David Blankenship,Anthony Fox,ufoster@example.com,(692)919-8503x046,"58056 Cynthia Union
Lisaborough, WI 78494",v(i5CLxw#C,manager,75130,False,db-manager
Amanda Price,Isaac Ross,rachelbaker@example.org,224.987.0742x6332,"710 Solomon Mission
North Christina, AL 35991",+hc)P3Ruy8,manager,78067,False,db-manager
Robert Cobb,Jessica Griffith,allenwillie@example.net,730-617-8912x5080,"730 Gomez Road
South Brian, MS 51274",n#831bsfnM,manager,69525,False,db-manager
Richard Mullen,Wendy Gardner,jonesantonio@example.org,001-358-421-1559x326,"Unit 9937 Box 2047
DPO AE 52732",CeTB6Dhh)$,manager,57035,False,hr-manager
Charles Phillips,Joseph Perry,bcrane@example.org,466.851.3975,"345 Matthew Field
Pereztown, WV 29814",ZAT3r!fH)7,manager,31291,False,stock-manager
Julia Gomez,Christopher Stokes,jessicaharding@example.com,221.908.7906x588,"3809 Myers Plains Apt. 563
East Robert, AZ 67727",!6ZBYo7njL,manager,35053,False,attendant-manager
Brittany Patterson,Jennifer Fisher,qbarry@example.net,852-822-3045x029,"5165 Martinez Forge Apt. 104
Michellemouth, IN 35763",EYHg()av(2,manager,79384,False,head-manager
Eric Sanders,Anthony Price,phall@example.net,270.511.7830,"Unit 2791 Box 4343
DPO AA 87199",+6ZPjb7i1E,manager,54167,False,stock-manager
Brittney Ferguson,Jack Fox DDS,millernicole@example.com,6135881012,"USCGC Swanson
FPO AP 87806",c%6ZzmvshE,manager,74329,False,db-manager
Amy Kaufman,Travis Parker DVM,richardsonmary@example.com,703-878-6139x467,"45460 Christopher Parks Apt. 035
Jasonchester, NM 03700",#je2Hp#jj),manager,34450,False,chef-manager
Haley Hicks,Matthew Arnold,hannahjohnson@example.net,782.809.7612,"Unit 1233 Box 3780
DPO AP 62493",_!Y009H%ko,manager,72611,False,trainee-manager
Thomas Brown,Wendy Taylor,kgreene@example.org,(278)355-5898,"0943 Travis Forks Apt. 298
North Bryanmouth, LA 63555",Mx7&(QK^N_,manager,44123,False,cleanliness-manager
Peggy Perkins,Timothy Small,jordanjeffery@example.org,(939)679-2936,"637 Reyes Greens Suite 329
Robertmouth, NE 24667",q_$1dvRdc7,manager,51689,False,stock-manager
Carolyn Colon,Robert Smith,ronald07@example.com,457-073-2319,"8294 Price Extensions
Markport, RI 13274",$q7VroSB^e,manager,62465,False,trainee-manager
Stephen Howell,Robert Clark,briannadavis@example.net,(145)758-6978x57373,"7028 Kelly Extensions
Dylanville, AR 14712",+1)&NJPWns,manager,59465,False,trainee-manager
Jeffrey Reyes,Jeanne Shepherd,bobby91@example.net,001-469-008-5999x890,"03333 Bradley Rue Suite 754
Port Patrickbury, VA 80413",@Z3LAFRx_z,manager,33716,False,trainee-manager
Jasmine Dominguez,Susan Rosales,ablevins@example.net,+1-819-343-0558x325,"43264 Parker Views Suite 295
North Jessica, TX 37166",61@*RmNe@&,manager,52873,False,attendant-manager
Dwayne Jackson,Ashley Cooley,kristy48@example.net,(198)568-1642x4314,"USNS Sandoval
FPO AP 20510",@lPnr7YM42,manager,73162,False,cleanliness-manager
Crystal Blair,Morgan Gregory,suzanne02@example.com,(250)419-8634x9194,"Unit 1994 Box 1145
DPO AP 02747",B*58hQWyn1,manager,46338,False,db-manager
Cindy Pena,Shannon Bennett,gardnerjulia@example.org,+1-312-358-8130x658,"06832 Matthew Crest
Gravesport, SD 94021",_ePAy&9u6a,manager,41422,False,db-manager
Danielle Cox,David Thomas,samantha28@example.org,(330)978-7693,"Unit 0793 Box 0564
DPO AE 43635",l5YKjYux&a,manager,50345,False,cleanliness-manager
Jennifer Tran,Joshua Hart,felicia20@example.com,238-469-7332x8798,"50063 Chapman Plains Apt. 509
South Markmouth, IN 30639",(8R+uLDAdS,manager,30958,False,chef-manager
Dustin Blackwell,April Mcmillan,kzuniga@example.org,001-366-565-7234x92416,"USNS Carr
FPO AA 93955",+c!rXt%%^0,manager,44343,False,attendant-manager
Denise Jensen,Monica Weaver,danielnelson@example.net,038-419-9535x950,"01053 Douglas Pass
Lake Wendy, PA 22134",bF&S&quG_7,manager,58329,False,chef-manager
Ashley Aguirre MD,Emily Bowman,jodi10@example.org,(844)487-9250x8399,"USNV Henderson
FPO AP 43593",$2N(u4B6q),manager,67677,False,cleanliness-manager
Kathleen Simmons,Zachary Hernandez,sday@example.org,217.910.5854,"Unit 1918 Box 8069
DPO AP 51555",@Yk4Z8fjJ2,manager,70463,False,trainee-manager
Brandon Murray,Jacob Butler,larsengregory@example.org,(390)613-3641x381,"53286 Kevin Rapid Apt. 263
South Frankmouth, PA 68479",2A2EP@Rk_t,manager,61670,False,chef-manager
Lauren Morrison,Denise Bush,yrichardson@example.net,001-776-416-9069x40695,"93962 Keith Stravenue
Tarahaven, CT 69056",Y@04CKOux(,manager,31047,False,db-manager
Tracy Conley,Billy Johnson,michelle60@example.net,+1-144-556-8790x06579,"80203 Lisa Wells Suite 474
Gutierrezberg, MI 10183",O7E^+j9Z)r,manager,31692,False,trainee-manager
Emily Gonzalez,Ashley Smith,barbarapowell@example.net,+1-332-788-3603x142,"31456 Richards Viaduct Apt. 312
New Terri, NC 56920",h1)1D_#g&K,manager,59685,False,attendant-manager
Debbie Dunlap,Jeff Strickland,tlynch@example.com,206-541-9793x11066,"807 Joyce Crescent
New Michaelville, UT 51123",b2Ip*iXn(N,manager,33056,False,attendant-manager
John Bray,Barbara Levine,lisa47@example.com,635-513-2469,"2229 Michelle Flat Suite 162
Wardbury, VA 37338",*%NXWYvo%6,manager,64547,False,cleanliness-manager
Jessica Flynn,Susan Stewart,robert44@example.com,763-363-2912,"USS Moore
FPO AP 92086",#lU&)BK5h+,manager,51621,False,db-manager
James Blake,Lori Ford,sjohnson@example.org,(673)362-0440x6901,"7499 Ashley Shoal Suite 047
Port Amber, ID 70510",60@hsJrS)9,manager,54330,False,chef-manager
Paul Robertson,Stephanie Greene,lgonzalez@example.org,001-042-881-8638x828,"07911 Melissa Hollow
East Justinchester, WI 71637",^2NmKkel7Q,manager,64598,False,db-manager
Victoria Thompson,Mr. Jeremy Lopez,fwilliams@example.com,001-142-309-1163x1479,"Unit 9626 Box 1735
DPO AE 47971",(CpZJj0Cr9,manager,58045,False,hr-manager
Mr. Gregory Jones Jr.,Michael Johnson,travishoffman@example.com,037-201-8871x874,"2472 Douglas Ridges
North Richard, NC 87125",+xvD5QOx8P,manager,55843,False,cleanliness-manager
Margaret Watts,Victor Wade,lisa98@example.org,804-705-0807,"USNV Myers
FPO AE 55754",#+XbUt5O9H,manager,67933,False,db-manager
Kristen Nash,Robert Cox,millermatthew@example.com,566.737.3620,"Unit 5517 Box 1895
DPO AE 96469",@cTa@NlZs1,manager,58804,False,chef-manager
Erik Morrison,Angel Hall,ruizjoshua@example.com,027-300-9919x939,"63815 Myers Parks Apt. 166
East Jillfurt, VT 84005",q%R5AmNw1e,manager,42792,False,attendant-manager
Amanda Herrera,Kenneth Richardson,yvonnefrye@example.org,575-664-6987x05221,"174 Jonathan Station Suite 473
Welchchester, IN 51795",q!!4V+p9%t,manager,61227,False,head-manager
William Taylor,Kevin Schneider,mgill@example.net,001-085-638-7816x15858,"7618 Rodriguez Mountain
New Cindy, VT 37883",hsjlT6Wsx&,manager,65170,False,chef-manager
Brenda Lindsey,Teresa Graham,douglastaylor@example.org,+1-597-826-1816x506,"017 Ashley Green Apt. 967
East Christineburgh, AK 09372",V87DrmYd7!,manager,33466,False,attendant-manager
Taylor Martin,Dylan Simpson,maria88@example.org,(133)683-8185,"Unit 3081 Box 9805
DPO AA 58230",506etZfbY),manager,51560,False,chef-manager
Rebecca Hill,Erin Mcintosh,jennifer68@example.org,001-858-811-7730,"47968 Cox Centers
South Summer, AR 81447",)29y&Fmo&t,manager,65728,False,chef-manager
Regina Smith,Patrick Barry,yphelps@example.org,6597137539,"921 Angela Dam
New Shelleychester, SC 16342",13TE%HDp&_,manager,69295,False,trainee-manager
Steve Shepherd,Peter Marquez,fhawkins@example.net,416.166.6729x5659,"34453 Gonzalez Forges
New Andrea, MO 19011",0!4Hj)6avJ,manager,65694,False,attendant-manager
Sydney Olson,Mrs. Tonya Anderson MD,lewiseric@example.com,426.298.6941x6713,"8217 Hall Ridges
East Christina, CA 77687",1kHz!_qw!+,manager,70550,False,head-manager
Amy Roberts,Susan Rivers,kjames@example.com,001-504-492-9182x729,"2754 Harding Freeway Suite 093
South Brent, AR 10051",!wBGx1+c3S,manager,56929,False,hr-manager
Mr. Jacob Sanchez,Megan Morales,rrose@example.com,+1-264-317-7033x5188,"17714 Tyler Ferry
Jennifermouth, TX 89454",S8ymTktl&M,manager,36351,False,cleanliness-manager
Robert Carroll,Brandy Williams,cmayer@example.com,001-559-245-5756x48724,"0280 Karen Pike
West Jeffrey, IN 79882",gp_6UhSqW0,manager,33215,False,cleanliness-manager
Nicholas Lewis,Scott Bell,kelly20@example.com,535-313-0748x5003,"787 Robert Crest
Millerburgh, AZ 93384",^#CDKobl@9,manager,32294,False,attendant-manager
Traci Flores,Ethan Cole,cannonsandra@example.org,+1-039-357-0354x20854,"004 Palmer Ville Suite 854
Rodriguezside, KY 40728",b*4LaSg%VD,manager,50494,False,stock-manager
Michael Miller,Ryan Hamilton,amanda65@example.net,(388)431-9154x0750,"9722 Colleen Roads
Robertport, MN 60502",^FJW4#HdG1,manager,55938,False,attendant-manager
Megan Garrison,Justin Morales,coreymcguire@example.com,001-440-416-6406,"313 Gray Underpass
Samanthaside, MT 91873",@0T*Nep#8#,manager,64338,False,hr-manager
Sonia Jarvis,Lauren Hayes,matthewgill@example.net,491-336-4738,"565 Foster Crescent
North Tasha, RI 68085",q6_3CQov$#,manager,49258,False,trainee-manager
Matthew Mercer,Daniel Casey,emiller@example.org,630.655.1927,"0910 Allen Drive Apt. 486
North Michaelberg, UT 31193",@HF@m8Kgti,manager,58676,False,attendant-manager
Hannah Chapman,Luis Robinson,matthewthornton@example.com,288.872.2630,"92486 Alex Unions
Port Joshuahaven, NJ 66544",%X1OheQFC_,manager,76370,False,hr-manager
Pamela Wilson,Laura Hill,brandybrewer@example.net,446-096-5393,"38053 Nicholas Freeway
West Heatherview, WI 66791",@$Ep52n92b,manager,41883,False,cleanliness-manager
Jonathan Robinson,Thomas Brown,aharrison@example.org,7434895606,"1431 Donna Course Apt. 554
Billyborough, NY 40003",26Hw2Mjc#^,manager,69789,False,hr-manager
Brittany Hahn,Robert Newman,harrisonfrancisco@example.net,602.189.7636x55772,"817 Santiago Meadows Apt. 094
East Courtneystad, TX 77996",_93XThlc5f,manager,35580,False,head-manager
Eddie Vasquez,Faith Brown,cobbjulie@example.net,001-140-346-0292x263,"891 Lutz Viaduct
Port Joshuachester, TX 65513",kiW5TvBe!E,manager,49840,False,stock-manager
Mary Vega,Tiffany West,aaron93@example.com,145.500.0365,"9367 Greene Loop
Edgarport, DE 37888",3YOJxYsq#n,manager,64170,False,attendant-manager
Sandra Diaz,Joseph Davies,james13@example.net,001-784-794-3786x20045,"14392 Deborah Knolls
New Joeton, ND 17110",@B$WpKTF@4,manager,63409,False,db-manager
Melissa Black,Alexander Byrd,joshua97@example.org,+1-694-086-5344x38663,"7238 Cole Tunnel Apt. 260
South Michelle, FL 41639",!12Xbgyuoa,manager,38627,False,attendant-manager
Gloria Gray,Peter Stanley,tflowers@example.net,934.434.7438x105,"462 Cole Drive Suite 233
Christinaport, IN 81360",(%g$7QMu6C,manager,63792,False,cleanliness-manager
Donald Lambert,Frank Johnson,edward24@example.net,797.733.3567x547,"999 Jennifer Lake
North Suzanne, MD 50418",1O6MxNpW%m,manager,41265,False,stock-manager
Richard Dougherty,Mrs. Michelle Ramirez MD,chrisvalenzuela@example.net,058-246-3378x5511,"48847 Herrera Road Suite 708
Debbieville, NY 18738",8__03ZeQ6h,manager,55482,False,attendant-manager
Thomas Mckee,David Wilson,richard86@example.org,(692)532-9006x11176,"257 Macias Prairie Suite 533
Howardbury, NY 23549",du3rAvYlh+,manager,35993,False,trainee-manager
Morgan Waller,Ryan Parker,delacruzrobert@example.com,+1-400-882-2706x0761,"USS Thomas
FPO AA 19935",K8jfu#Bb@n,manager,67337,False,cleanliness-manager
Shannon Young,Linda Ramirez,richardsantiago@example.org,165.177.8084,"52230 Diaz Springs
Howardmouth, MI 01294",nJ7@GYl$(n,manager,55427,False,db-manager
Sherry Jones,Margaret Welch,margaret71@example.net,(469)010-2586,"6347 Todd View
North Erin, MI 98254",W5YhDQ5i#9,manager,32696,False,attendant-manager
Antonio White,Oscar Meza,kevin69@example.org,8608043623,"2031 April Views
New Hannah, MA 92601",y%212Hod^_,manager,30697,False,head-manager
Ashley Lawson,Daniel Schmidt,victor59@example.org,(781)074-0471x1103,"39809 Ryan Turnpike Apt. 004
Mejiamouth, MD 79685",2JM)7Qpkkb,manager,33721,False,hr-manager
Brian Yu,Jordan Greene,oriddle@example.net,922-499-1111x360,"USNV Duran
FPO AA 34547",z+5NnG&mIo,manager,45004,False,chef-manager
Brenda Martinez,Alyssa Garza,alyssa12@example.org,+1-737-886-1113x58942,"69970 Tucker Pike Suite 608
Wardchester, VA 17880",(f43INQz)),manager,56941,False,trainee-manager
Rachel Brown,Allison Carpenter,williamsjonathan@example.net,(052)447-9927x748,"2831 Nathan Pine
Cherylville, NC 46857",9M80UDexY!,manager,62871,False,db-manager
Melissa Harris,Brian Rogers,urichardson@example.net,(242)649-1219x00589,"2955 Luna Mill Suite 977
South Lisa, KY 30898",_7V*GqcY!N,manager,39230,False,attendant-manager
Gina Kim,Mario Gilbert,iwilliams@example.net,587.304.1910x8625,"053 Wise Park Suite 957
East Travis, TX 21112",))yf4Pk0Ts,manager,79071,False,attendant-manager
Paul Lee,Anthony Bailey,donna46@example.org,756-488-5252,"8223 Stewart Lane Apt. 091
Port Troyburgh, NM 40889",k$15O)YHOf,manager,74001,False,cleanliness-manager
Janet Black,Kaitlyn Johnson,gsantana@example.net,768.597.7069,"0332 Bean Island Suite 289
South Jackland, RI 89352",)wGdFcn4t4,manager,69837,False,cleanliness-manager
Julia Santos,Taylor Booth,kirbydaniel@example.org,824-723-0557x91044,"3177 Sherman Coves Apt. 175
South Johnbury, NV 13259",da6A#)Yh^2,manager,62612,False,stock-manager
April Berg,Dr. Jesus Hart,heatherrowe@example.com,217.284.3139x485,"720 Williams Mount
West Gina, CA 76712",J2PXsty9%),manager,44060,False,attendant-manager
Chad Barnes,Joyce Mcintyre,raymondnolan@example.com,001-786-831-0307x070,"702 Powell Course
Chavezmouth, DE 52400",@9cxg0OzdT,manager,43062,False,db-manager
Ralph West,Derek Steele,tamiyoung@example.org,+1-226-617-4415x315,"19540 Joel Hills
New Brettmouth, MS 51905",S$)4HD1fqv,manager,38642,False,attendant-manager
Christina Quinn,Samantha Hurley,garciakathryn@example.com,+1-420-088-9763x55100,"6401 Gutierrez Island Suite 303
Allenchester, WV 71614",)BrPI!TwO0,manager,44769,False,db-manager
Brandon Wright,Dennis Taylor,stephaniewalker@example.net,001-516-731-8167x792,"30853 Porter Mission Suite 361
West Jacquelineville, OH 20451",l!^7OtOrc4,manager,59153,False,cleanliness-manager
Edward Murphy,Manuel Johnson,janicegonzalez@example.net,(123)500-5457x5450,"181 Emily Crest
North Brian, MA 47588",*8JW4CXwg+,manager,57641,False,head-manager
Nicholas Roach,Patricia Crane,johnsoneric@example.net,001-000-738-8384x563,"9047 Matthew Lakes Suite 816
East Lauraton, CT 87573",@)N8EBmbu3,manager,58737,False,db-manager
Ashley Prince,James Watts,johncraig@example.org,001-818-363-8670x047,"06378 Sharon Circles
Gomezstad, FL 17649",sL@Q9ZSwS2,manager,64824,False,attendant-manager
Jamie Wood,Lauren Crawford,ccohen@example.com,001-720-471-6042x4376,"1796 Adam Gardens
Port Andrewmouth, WI 05003",%T2Ecug0hG,manager,44486,False,trainee-manager
Dr. Karen Wise,April Bell,jerry80@example.com,+1-922-111-9667x4384,"1214 Wanda Harbors
Webbhaven, ME 14492",$Gd2PoxZmy,manager,58384,False,head-manager
Margaret Wade,David Vasquez,harriscasey@example.org,067.319.5527,"9636 Tanya Branch
Michaelchester, CT 74008",!1TQNnj87s,manager,51806,False,stock-manager
Alex Williams,Matthew Ross,kevin44@example.org,1149803736,"1551 Paul Trafficway Apt. 310
East Robert, TN 43562",@RABfd)d7l,manager,78481,False,stock-manager
Roger Snyder,Matthew Carter,ajohnson@example.org,+1-688-037-0805,"002 Day Shores Suite 999
Shieldsstad, IN 36678",^_aHS5vt12,manager,60995,False,db-manager
Alexis Sweeney,James Wright,carmenpeterson@example.org,+1-093-438-2009x9170,"627 Rodriguez Crescent
Jesusberg, WV 36166",sb3G%eDP!^,manager,48954,False,attendant-manager
Allison Stephenson,Norma Neal,rebeccaray@example.com,(059)661-8163,"6077 Brian Burg Apt. 328
Greerborough, WV 52055",d!2@FziyoE,manager,79981,False,trainee-manager
Elizabeth Stout,Shelby Martin,josephfloyd@example.com,+1-962-403-9495,"704 Melissa Lights Apt. 765
South Amandashire, RI 93788",_t2z^Ha@yB,manager,66280,False,stock-manager
Terry Parks,Kayla Tran,cgross@example.net,+1-094-561-1243x06892,"2705 Allen Vista Apt. 743
New Bethshire, GA 12598",&#Ep9*3oO0,manager,39453,False,attendant-manager
Erica Perez,Kimberly Jackson,katherinebuck@example.com,333-109-7644x147,"79148 Tammy Lane Suite 451
Millerbury, VT 28208",ZGwyKwxx%5,manager,75218,False,attendant-manager
Catherine Moore,Timothy Myers,james51@example.net,(126)798-8481x97553,"08440 Smith Neck
Kathleenmouth, LA 92600",P4#eoPxF*h,manager,36855,False,attendant-manager
Kevin Harris,Teresa Huang,christopherglass@example.com,058.113.9744x98968,"86837 Taylor Locks Suite 335
New Stevenfort, AR 81976",*aNHLvl8O5,manager,62750,False,head-manager
Cynthia Garcia,Mr. Grant Mcguire,jacksonwilliam@example.net,1615300489,"549 Victoria Mills
South Rhonda, VA 98140",@59QxjPtjl,manager,53966,False,cleanliness-manager
Mark Barr,Michael Zhang,thomasbarr@example.org,4734562646,"460 Cynthia Junctions Suite 787
East Christopher, GA 62573",M3iD087d&l,manager,69339,False,head-manager
Tamara Davis,Dr. Joel Lyons,williamjohnson@example.com,877-963-9738x38996,"8087 Amanda Gateway
Huangport, NM 98227",l0ObzHju@S,manager,43749,False,stock-manager
Wyatt Reynolds,Patrick Hudson,monroejennifer@example.org,(565)253-2268x35820,"802 Jackson Run
Palmerberg, FL 17255",oFEGbZ)M*0,manager,31604,False,trainee-manager
John Boyd,Nicole Harris,nnichols@example.net,(037)068-8631x505,"351 Smith Trail Apt. 156
Roblesshire, KY 19567",6#%k8E2e*f,manager,51636,False,attendant-manager
Maxwell Christian,Vanessa Brooks,dana76@example.net,394.964.6920x71707,"55832 Evans Trail Apt. 263
Marychester, ND 98217",M0PNyk_4_B,manager,52489,False,cleanliness-manager
Jamie White,Rhonda Parks,kimberlyzavala@example.net,+1-011-521-3907x25650,"76971 Torres Pass
Brownville, KY 23183",6*1!eBdh3h,manager,33034,False,attendant-manager
Mrs. Laura Wagner,Karen Frey,msmith@example.com,317-137-3952,"413 Riley Manor
Hillstad, IA 56726",_JtPVkDz#0,manager,46533,False,db-manager
Kevin Taylor,Nicholas Blake,karenguerra@example.org,+1-294-485-4141x258,"7116 Robert Spur
Brownside, NJ 82082",&CkL0BgrZ2,manager,61779,False,cleanliness-manager
Gabrielle Brown,Amanda Campbell,melissa06@example.org,(383)934-7486,"403 Clements Shoals Suite 324
Williamsbury, MT 65458",+G&4T8pdCt,manager,49419,False,cleanliness-manager
Andre Chapman,Philip Olson,griffinrachel@example.com,001-786-022-3524x735,"Unit 7727 Box 4660
DPO AP 49757",a*XA3UTbFf,manager,59048,False,chef-manager
Rebecca Chapman,Brent Wood,christopher26@example.com,4551106134,"42386 Rhonda Plains
Lake Dawnborough, CA 10602",+g(gG9BtB&,manager,78940,False,attendant-manager
Bridget Rhodes,Scott Moore,monroealejandro@example.net,001-187-022-6384x981,"15717 Clark Motorway Suite 860
West Taylor, WV 80933",k*a1D9Brft,manager,45467,False,stock-manager
Travis Sloan,Dr. David Watts,vmonroe@example.org,3834101164,"30161 Barnett Circle Suite 915
Kellyborough, IL 81534",Rt#5Ny@joq,manager,71567,False,stock-manager
Debra Baker,John Jones,wyoung@example.org,078.250.9397x529,"51772 Olson Shoals
Hannahhaven, MO 37806",(23*UGnaA0,manager,49559,False,trainee-manager
Jennifer Logan,Michael Michael,martinezcrystal@example.net,(871)045-3915x092,"137 George Roads Suite 014
Jeffreyside, WI 87061",)rh1gPRs7g,manager,53194,False,cleanliness-manager
Virginia Howe,Carol Murphy,dbaker@example.net,422.219.8641x79814,"Unit 2644 Box 8236
DPO AP 14388",#M5IXwr7_*,manager,31692,False,stock-manager
Sonya Mckenzie,Louis Robertson,jparker@example.net,599-214-6539x6825,"94559 Brianna Burg
Lake Toddton, IL 80035",#DMT_jLc_6,manager,35950,False,hr-manager
Nicole Cook,Mark Parks,fnelson@example.net,(318)094-8921x883,"2870 Gonzalez Points
North Javiershire, AZ 14067",T0q8Dlzt&i,manager,33473,False,attendant-manager
Valerie Washington,Eric Horton,patrick07@example.org,011-533-3545,"699 Kimberly Squares
Mooreborough, GA 02445",9rd5$0Og+P,manager,32776,False,hr-manager
Rachel Ramirez,Justin Bond,pquinn@example.net,001-911-338-3017x518,"3583 Julie Unions Suite 804
South Christophermouth, MS 93976",_a!Mz9Juw*,manager,43373,False,head-manager
Misty Chung,Sara Curtis,dennisbradley@example.com,+1-479-681-0547,"064 Patrick Parkway
South Josebury, KY 91034",!A78&UmxwN,manager,51074,False,head-manager
Cameron Newman,Christopher Baldwin,ugreene@example.org,+1-667-415-1890x0053,"9163 Brewer Knolls
Smithmouth, KS 83464",vn(1M%xj*H,manager,38565,False,hr-manager
